aid	chapter	verse	ayah	jmlh
7737	30	32	من الذين فرقُوا دينهُمْ وكانُوا شيعًا كُلُ حزْبٍ بما لديْهمْ فرحُون	كُلُ حزْبٍ بما لديْهمْ فرحُون
7738	30	33	وإذا مس الناس ضُر دعوْا ربهُم مُنيبين إليْه ثُم إذا أذاقهُم منْهُ رحْمةً إذا فريق منْهُم بربهمْ يُشْركُون	وإذا مس الناس ضُر دعوْا ربهُم مُنيبين إليْه
7739	30	33	وإذا مس الناس ضُر دعوْا ربهُم مُنيبين إليْه ثُم إذا أذاقهُم منْهُ رحْمةً إذا فريق منْهُم بربهمْ يُشْركُون	ثُم إذا أذاقهُم منْهُ رحْمةً إذا فريق منْهُم بربهمْ يُشْركُون ليكْفُرُوا بما ءاتيْنهُمْ
7739	30	34	ليكْفُرُوا بما ءاتيْنهُمْ فتمتعُوا فسوْف تعْلمُون	ثُم إذا أذاقهُم منْهُ رحْمةً إذا فريق منْهُم بربهمْ يُشْركُون ليكْفُرُوا بما ءاتيْنهُمْ
7740	30	34	ليكْفُرُوا بما ءاتيْنهُمْ فتمتعُوا فسوْف تعْلمُون	فتمتعُوا
7741	30	34	ليكْفُرُوا بما ءاتيْنهُمْ فتمتعُوا فسوْف تعْلمُون	فسوْف تعْلمُون
7742	30	35	أمْ أنزلْنا عليْهمْ سُلْطنًا فهُو يتكلمُ بما كانُوا به يُشْركُون	أمْ أنزلْنا عليْهمْ سُلْطنًا
7743	30	35	أمْ أنزلْنا عليْهمْ سُلْطنًا فهُو يتكلمُ بما كانُوا به يُشْركُون	فهُو يتكلمُ بما كانُوا به يُشْركُون
7744	30	36	وإذا أذقْنا الناس رحْمةً فرحُوا بها وإن تُصبْهُمْ سيئة بما قدمتْ أيْديهمْ إذا هُمْ يقْنطُون	وإذا أذقْنا الناس رحْمةً فرحُوا بها
7745	30	36	وإذا أذقْنا الناس رحْمةً فرحُوا بها وإن تُصبْهُمْ سيئة بما قدمتْ أيْديهمْ إذا هُمْ يقْنطُون	وإن تُصبْهُمْ سيئة بما قدمتْ أيْديهمْ إذا هُمْ يقْنطُون
7746	30	37	أولمْ يروْا أن الله يبْسُطُ الرزْق لمن يشاءُ ويقْدرُ إن فى ذلك لءايتٍ لقوْمٍ يُؤْمنُون	أولمْ يروْا
7747	30	37	أولمْ يروْا أن الله يبْسُطُ الرزْق لمن يشاءُ ويقْدرُ إن فى ذلك لءايتٍ لقوْمٍ يُؤْمنُون	أن الله يبْسُطُ الرزْق لمن يشاءُ ويقْدرُ
7748	30	37	أولمْ يروْا أن الله يبْسُطُ الرزْق لمن يشاءُ ويقْدرُ إن فى ذلك لءايتٍ لقوْمٍ يُؤْمنُون	إن فى ذلك لءايتٍ لقوْمٍ يُؤْمنُون
7749	30	38	فـات ذا الْقُرْبى حقهُ والْمسْكين وابْن السبيل ذلك خيْر للذين يُريدُون وجْه الله وأُولئك هُمُ الْمُفْلحُون	فـات ذا الْقُرْبى حقهُ والْمسْكين وابْن السبيل
7750	30	38	فـات ذا الْقُرْبى حقهُ والْمسْكين وابْن السبيل ذلك خيْر للذين يُريدُون وجْه الله وأُولئك هُمُ الْمُفْلحُون	ذلك خيْر للذين يُريدُون وجْه الله
7751	30	38	فـات ذا الْقُرْبى حقهُ والْمسْكين وابْن السبيل ذلك خيْر للذين يُريدُون وجْه الله وأُولئك هُمُ الْمُفْلحُون	وأُولئك هُمُ الْمُفْلحُون
7752	30	39	وما ءاتيْتُم من ربًا ليرْبُوا فى أمْول الناس فلا يرْبُوا عند الله وما ءاتيْتُم من زكوةٍ تُريدُون وجْه الله فأُولئك هُمُ الْمُضْعفُون	وما ءاتيْتُم من ربًا ليرْبُوا فى أمْول الناس فلا يرْبُوا عند الله وما ءاتيْتُم من زكوةٍ تُريدُون وجْه الله فأُولئك هُمُ الْمُضْعفُون
7753	30	40	اللهُ الذى خلقكُمْ ثُم رزقكُمْ ثُم يُميتُكُمْ ثُم يُحْييكُمْ هلْ من شُركائكُم من يفْعلُ من ذلكُم من شىْءٍ سُبْحنهُ وتعلى عما يُشْركُون	اللهُ الذى خلقكُمْ ثُم رزقكُمْ ثُم يُميتُكُمْ ثُم يُحْييكُمْ
7754	30	40	اللهُ الذى خلقكُمْ ثُم رزقكُمْ ثُم يُميتُكُمْ ثُم يُحْييكُمْ هلْ من شُركائكُم من يفْعلُ من ذلكُم من شىْءٍ سُبْحنهُ وتعلى عما يُشْركُون	هلْ من شُركائكُم من يفْعلُ من ذلكُم من شىْءٍ
7755	30	40	اللهُ الذى خلقكُمْ ثُم رزقكُمْ ثُم يُميتُكُمْ ثُم يُحْييكُمْ هلْ من شُركائكُم من يفْعلُ من ذلكُم من شىْءٍ سُبْحنهُ وتعلى عما يُشْركُون	سُبْحنهُ
7756	30	40	اللهُ الذى خلقكُمْ ثُم رزقكُمْ ثُم يُميتُكُمْ ثُم يُحْييكُمْ هلْ من شُركائكُم من يفْعلُ من ذلكُم من شىْءٍ سُبْحنهُ وتعلى عما يُشْركُون	وتعلى عما يُشْركُون
7757	30	41	ظهر الْفسادُ فى الْبر والْبحْر بما كسبتْ أيْدى الناس ليُذيقهُم بعْض الذى عملُوا لعلهُمْ يرْجعُون	ظهر الْفسادُ فى الْبر والْبحْر بما كسبتْ أيْدى الناس ليُذيقهُم بعْض الذى عملُوا
7758	30	41	ظهر الْفسادُ فى الْبر والْبحْر بما كسبتْ أيْدى الناس ليُذيقهُم بعْض الذى عملُوا لعلهُمْ يرْجعُون	لعلهُمْ يرْجعُون
7759	30	42	قُلْ سيرُوا فى الْأرْض فانظُرُوا كيْف كان عقبةُ الذين من قبْلُ كان أكْثرُهُم مُشْركين	قُلْ سيرُوا فى الْأرْض فانظُرُوا كيْف كان عقبةُ الذين من قبْلُ كان أكْثرُهُم مُشْركين
7760	30	43	فأقمْ وجْهك للدين الْقيم من قبْل أن يأْتى يوْم لا مرد لهُ من الله يوْمئذٍ يصدعُون	فأقمْ وجْهك للدين الْقيم من قبْل أن يأْتى يوْم لا مرد لهُ من الله يوْمئذٍ
7761	30	43	فأقمْ وجْهك للدين الْقيم من قبْل أن يأْتى يوْم لا مرد لهُ من الله يوْمئذٍ يصدعُون	يصدعُون
7762	30	44	من كفر فعليْه كُفْرُهُ ومنْ عمل صلحًا فلأنفُسهمْ يمْهدُون	من كفر فعليْه كُفْرُهُ ومنْ عمل صلحًا فلأنفُسهمْ يمْهدُون ليجْزى الذين ءامنُوا وعملُوا الصلحت من فضْله
7762	30	45	ليجْزى الذين ءامنُوا وعملُوا الصلحت من فضْله إنهُ لا يُحبُ الْكفرين	من كفر فعليْه كُفْرُهُ ومنْ عمل صلحًا فلأنفُسهمْ يمْهدُون ليجْزى الذين ءامنُوا وعملُوا الصلحت من فضْله
7763	30	45	ليجْزى الذين ءامنُوا وعملُوا الصلحت من فضْله إنهُ لا يُحبُ الْكفرين	إنهُ لا يُحبُ الْكفرين
7764	30	46	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ وليُذيقكُم من رحْمته ولتجْرى الْفُلْكُ بأمْره ولتبْتغُوا من فضْله ولعلكُمْ تشْكُرُون	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ
7765	30	46	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ وليُذيقكُم من رحْمته ولتجْرى الْفُلْكُ بأمْره ولتبْتغُوا من فضْله ولعلكُمْ تشْكُرُون	وليُذيقكُم من رحْمته
7766	30	46	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ وليُذيقكُم من رحْمته ولتجْرى الْفُلْكُ بأمْره ولتبْتغُوا من فضْله ولعلكُمْ تشْكُرُون	ولتجْرى الْفُلْكُ بأمْره
7767	30	46	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ وليُذيقكُم من رحْمته ولتجْرى الْفُلْكُ بأمْره ولتبْتغُوا من فضْله ولعلكُمْ تشْكُرُون	ولتبْتغُوا من فضْله
7768	30	46	ومنْ ءايته أن يُرْسل الرياح مُبشرتٍ وليُذيقكُم من رحْمته ولتجْرى الْفُلْكُ بأمْره ولتبْتغُوا من فضْله ولعلكُمْ تشْكُرُون	ولعلكُمْ تشْكُرُون
7769	30	47	ولقدْ أرْسلْنا من قبْلك رُسُلًا إلى قوْمهمْ فجاءُوهُم بالْبينت فانتقمْنا من الذين أجْرمُوا وكان حقًا عليْنا نصْرُ الْمُؤْمنين	ولقدْ أرْسلْنا من قبْلك رُسُلًا إلى قوْمهمْ
7770	30	47	ولقدْ أرْسلْنا من قبْلك رُسُلًا إلى قوْمهمْ فجاءُوهُم بالْبينت فانتقمْنا من الذين أجْرمُوا وكان حقًا عليْنا نصْرُ الْمُؤْمنين	فجاءُوهُم بالْبينت فانتقمْنا من الذين أجْرمُوا
7771	30	47	ولقدْ أرْسلْنا من قبْلك رُسُلًا إلى قوْمهمْ فجاءُوهُم بالْبينت فانتقمْنا من الذين أجْرمُوا وكان حقًا عليْنا نصْرُ الْمُؤْمنين	وكان حقًا عليْنا نصْرُ الْمُؤْمنين
7772	30	48	اللهُ الذى يُرْسلُ الريح فتُثيرُ سحابًا فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا فترى الْودْق يخْرُجُ منْ خلله فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون	اللهُ الذى يُرْسلُ الريح
7773	30	48	اللهُ الذى يُرْسلُ الريح فتُثيرُ سحابًا فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا فترى الْودْق يخْرُجُ منْ خلله فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون	فتُثيرُ سحابًا
7774	30	48	اللهُ الذى يُرْسلُ الريح فتُثيرُ سحابًا فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا فترى الْودْق يخْرُجُ منْ خلله فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون	فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا
7775	30	48	اللهُ الذى يُرْسلُ الريح فتُثيرُ سحابًا فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا فترى الْودْق يخْرُجُ منْ خلله فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون	فترى الْودْق يخْرُجُ منْ خلله
7776	30	48	اللهُ الذى يُرْسلُ الريح فتُثيرُ سحابًا فيبْسُطُهُ فى السماء كيْف يشاءُ ويجْعلُهُ كسفًا فترى الْودْق يخْرُجُ منْ خلله فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون	فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون وإن كانُوا من قبْل أن يُنزل عليْهم من قبْله لمُبْلسين
7776	30	49	وإن كانُوا من قبْل أن يُنزل عليْهم من قبْله لمُبْلسين	فإذا أصاب به من يشاءُ منْ عباده إذا هُمْ يسْتبْشرُون وإن كانُوا من قبْل أن يُنزل عليْهم من قبْله لمُبْلسين
7777	30	50	فانظُرْ إلى ءاثر رحْمت الله كيْف يُحْى الْأرْض بعْد موْتها إن ذلك لمُحْى الْموْتى وهُو على كُل شىْءٍ قدير	فانظُرْ إلى ءاثر رحْمت الله كيْف يُحْى الْأرْض بعْد موْتها
7778	30	50	فانظُرْ إلى ءاثر رحْمت الله كيْف يُحْى الْأرْض بعْد موْتها إن ذلك لمُحْى الْموْتى وهُو على كُل شىْءٍ قدير	إن ذلك لمُحْى الْموْتى
7779	30	50	فانظُرْ إلى ءاثر رحْمت الله كيْف يُحْى الْأرْض بعْد موْتها إن ذلك لمُحْى الْموْتى وهُو على كُل شىْءٍ قدير	وهُو على كُل شىْءٍ قدير
7780	30	51	ولئنْ أرْسلْنا ريحًا فرأوْهُ مُصْفرًا لظلُوا من بعْده يكْفُرُون	ولئنْ أرْسلْنا ريحًا فرأوْهُ مُصْفرًا لظلُوا من بعْده يكْفُرُون
